client_id,primary_org_id,first_name,last_name,middle_name,aliases,dob,age,gender,indigenous_identity,citizenship_status,veteran_status,primary_language,current_sleeping_location,housing_status,first_homeless_date,current_episode_start_date,days_homeless_past_3_years,chronic_homeless_flag,mental_health_flag,substance_use_flag,physical_health_flag,developmental_flag,bnl_active_flag,bnl_status,ca_enrolled_flag,ca_priority_level,assessment_tool,assessment_date,assessment_total_score,assessment_acuity_level,last_contact_date,ocap_protected,ocap_governing_nation,ocap_data_use_conditions,consent_coverage_level,default_sharing_scope,current_consent_id,phone,email
CLI-0083,ORG-0007,ANGELA,Ware,,,1987-12-09,39,female,unknown,canadian_citizen,False,english,unsheltered,homeless,2023-12-31,10/02/2025,476,False,False,False,False,False,False,,False,,none,,,,2026-03-30,False,,,partial,no_sharing,CNS-00118,,
CLI-0084,ORG-0006,Stuart,Gardner,,,2010-03-15,16,male,prefer_not_to_answer,canadian_citizen,False,english,unsheltered,homeless,2022-06-13,2025-12-15,655,False,False,False,False,False,True,housed,True,p3,none,,,,2026-02-15,False,,,none,all_dsa_agencies,CNS-01859,2502621508,
CLI-0085,ORG-0003,Ruben,Aguilar,,Earl,2007-06-27,19,male,unknown,canadian_citizen,False,english,transitional_housing,homeless,2025-08-06,2025-10-18,170,False,True,True,False,False,False,,True,p1,VI_SPDAT,2023-11-07,7.0,moderate,2026-03-12,False,,,none,limited_agencies,CNS-01980,2503887203,jackmcdonald@example.com
CLI-0086,ORG-0002,Cameron,Parker,,,2009-03-25,17,male,non_indigenous,canadian_citizen,False,english,unsheltered,homeless,2025-05-21,22/10/2025,450,False,False,True,False,False,False,,True,p1,family,2024-05-05,11.0,high,2026-03-23,False,,,none,all_dsa_agencies,CNS-03730,+1-250-911-1261,
CLI-0087,ORG-0004,Stephanie,flynn,,,,45,non_binary,first_nations,canadian_citizen,False,english,housed,housed,2022-06-20,2025-04-22,616,False,True,False,False,False,True,active,True,p1,local,2026-01-03,0.0,low,2026-03-28,False,,,partial,single_agency_only,CNS-04588,250-262-2009,taylordawn@example.com
CLI-0088,ORG-0002,Shannon,Nolan,Jason,,2006-02-17,20,female,prefer_not_to_answer,canadian_citizen,False,english,emergency_shelter,homeless,29/09/2020,2021-03-24,919,True,False,False,False,False,False,,False,,VI_SPDAT,2023-12-26,8.0,high,2026-02-03,False,,,full,limited_agencies,CNS-03952,250-489-5320,zshaffer@example.org
CLI-0089,ORG-0001,David,Garcia,Kimberly,,1986-12-09,40,male,first_nations,canadian_citizen,False,english,institution,homeless,27/07/2023,2024-11-04,1076,True,False,False,True,False,False,,False,,VI_SPDAT,2023-07-30,2.0,low,2026-04-02,True,Songhees,No secondary use; annual review; nation data steward approval,full,limited_agencies,CNS-00126,,
CLI-0090,ORG-0009,Stacey,Russell,,,2010-06-13,16,female,metis,canadian_citizen,False,english,unknown,homeless,2020-01-06,2022-07-08,1086,True,False,False,False,False,False,,True,p3,VI_SPDAT,2024-09-28,14.0,very_high,2026-03-01,True,Songhees,No secondary use; annual review; nation data steward approval,full,no_sharing,CNS-02139,2503703354,gforbes@example.com
CLI-0091,ORG-0001,Marc,mOoRE,,,1971-12-20,55,male,non_indigenous,canadian_citizen,False,english,unknown,homeless,2021-10-05,2021-10-07,800,False,False,False,False,False,True,housed,True,p3,VI_SPDAT,2025-10-04,15.0,very_high,2026-01-26,False,,,partial,single_agency_only,CNS-00134,2507940655,vcampbell@example.net
CLI-0092,ORG-0002,Timothy,HANCOCK,,,2010-04-28,16,male,non_indigenous,canadian_citizen,False,english,unsheltered,homeless,2021-07-15,2026-01-10,834,False,True,True,True,False,False,,True,p1,VI_SPDAT,02/20/2024,10.0,high,2026-02-05,False,,,full,limited_agencies,CNS-04438,,navarroannette@example.net
CLI-0093,ORG-0002,William,Cochran,,,2008-08-15,18,male,first_nations,canadian_citizen,True,english,unsheltered,homeless,2021-09-05,2022-07-05,216,False,False,False,False,False,False,,False,,local,12/23/2023,7.0,moderate,2026-01-22,True,Esquimalt,No secondary use; annual review; nation data steward approval,none,no_sharing,CNS-00136,(250) 926-6608,schmidtlauren@example.org
CLI-0094,ORG-0009,Stanley,Johnson,,Jill,2002-03-04,24,male,non_indigenous,permanent_resident,False,english,unknown,homeless,2018-09-23,2020-12-10,938,True,False,False,False,False,False,,False,,TAY_VI_SPDAT,02/08/2025,7.0,moderate,2026-01-25,False,,,partial,no_sharing,CNS-00138,250-343-3387,mbishop@example.org
CLI-0095,ORG-0007,Gary,Galvan,,,04/06/2001,25,male,non_indigenous,canadian_citizen,False,french,emergency_shelter,homeless,2024-02-06,2024-02-25,813,False,False,False,False,False,True,housed,True,p3,VI_SPDAT,10/25/2025,3.0,low,"March 01, 2026",False,,,none,single_agency_only,CNS-02173,Unknown,dmeyers@example.com
CLI-0096,ORG-0003,Rebekah,Shields,,,2010-05-02,16,female,non_indigenous,canadian_citizen,False,english,unsheltered,homeless,2020-06-18,2024-10-25,756,False,True,True,True,False,False,,False,,TAY_VI_SPDAT,2025-01-04,12.0,very_high,2026-04-04,False,,,full,single_agency_only,CNS-02108,2509161720,debrajones@example.net
CLI-0097,ORG-0003,robert,Adams,,,,40,male,non_indigenous,refugee_claimant,False,english,emergency_shelter,homeless,2019-08-30,2026-03-28,320,False,True,False,False,False,False,,False,,VI_SPDAT,2025-03-21,12.0,very_high,04/04/2026,False,,,full,single_agency_only,CNS-04730,2507296740,shawn60@example.com
CLI-0098,ORG-0005,Richard,rodriguez,Monica,,"August 21, 1975",51,male,non_indigenous,permanent_resident,False,english,couch_surfing,homeless,2022-05-24,2025-07-29,96,False,False,False,False,False,True,housed,True,p1,VI_SPDAT,2023-08-02,12.0,very_high,03/23/2026,False,,,partial,single_agency_only,CNS-02714,(250) 802-9534,adam60@example.org
CLI-0099,ORG-0002,Scott,WALKER,,,2007-06-11,19,male,unknown,canadian_citizen,False,english,emergency_shelter,homeless,2026-03-21,2026-04-03,370,False,False,False,False,False,True,active,True,p1,VI_SPDAT,08/09/2025,2.0,low,02/04/2026,False,,,partial,limited_agencies,CNS-00143,2509615881,marcushernandez@example.org
CLI-0100,ORG-0008,ROBERT,stevens,Kevin,,2000-02-03,26,male,unknown,canadian_citizen,False,indigenous_language,emergency_shelter,homeless,2019-10-07,2020-05-13,237,True,False,False,False,False,False,,True,p3,none,,,,2026-03-29,False,,,minimal,single_agency_only,CNS-00144,250-983-0785,amanda39@example.com
CLI-0101,ORG-0005,Robert,Perez,Andrew,,1979-08-05,47,male,first_nations,canadian_citizen,False,english,emergency_shelter,homeless,2023-04-14,2026-01-09,572,False,False,False,True,False,False,,False,,family,2025-07-01,16.0,very_high,01/24/2026,True,Pauquachin,No secondary use; annual review; nation data steward approval,minimal,no_sharing,CNS-01956,(250) 735-2321,
CLI-0102,ORG-0008,Corey,Murphy,Michelle,,2006-12-22,20,male,non_indigenous,permanent_resident,True,english,institution,homeless,04/06/2024,2025-01-31,1005,False,False,True,True,False,False,,False,,TAY_VI_SPDAT,2025-11-24,16.0,very_high,2026-04-02,False,,,partial,all_dsa_agencies,CNS-04034,(250) 322-2549,craigferguson@example.org
CLI-0103,ORG-0008,Tracy,Ramirez,Darlene,Ricardo,1996-07-03,30,unknown,non_indigenous,canadian_citizen,False,other,unknown,homeless,02/21/2018,2025-12-29,889,False,False,True,False,False,True,housed,True,p2,VI_SPDAT,2023-07-25,8.0,high,2026-02-01,False,,,full,single_agency_only,CNS-03849,250-939-0393,amberblevins@example.com
CLI-0104,ORG-0009,william,Herrera,Sheila,,1972-10-20,54,male,metis,permanent_resident,False,other,unsheltered,homeless,2018-03-25,2022-01-06,650,False,False,False,False,False,False,,False,,local,11/04/2024,2.0,low,02/05/2026,True,Tsawout,No secondary use; annual review; nation data steward approval,minimal,no_sharing,CNS-00148,250-488-7841,sarah33@example.com
CLI-0105,ORG-0006,brian,Waller,,,1988-04-27,38,male,non_indigenous,canadian_citizen,False,english,couch_surfing,homeless,2019-12-14,2022-02-10,441,False,True,False,True,False,False,,False,,VI_SPDAT,2024-07-15,12.0,very_high,"March 07, 2026",False,,,none,no_sharing,CNS-03119,(250) 554-2831,rogernelson@example.org
CLI-0106,ORG-0002,Christopher,Estes,Joseph,,04/12/2010,16,male,non_indigenous,canadian_citizen,False,english,unknown,homeless,2025-04-06,"July 30, 2025",453,False,False,True,False,False,True,active,True,p3,none,,,,01/20/2026,False,,,none,limited_agencies,CNS-02156,999,anthony71@example.com
CLI-0107,ORG-0003,Ashley,HAMILTON,,,1972-05-23,54,two_spirit,non_indigenous,canadian_citizen,False,english,unsheltered,homeless,2024-08-30,2025-06-15,641,False,True,True,False,False,True,inactive,True,p3,local,07/21/2024,8.0,high,2026-02-21,False,,,minimal,limited_agencies,CNS-00151,2507573097,N/A
CLI-0108,ORG-0003,Nicholas,Edwards,Catherine,,1994-06-22,32,male,first_nations,canadian_citizen,False,english,unsheltered,homeless,2025-07-15,2026-01-14,1068,True,False,False,False,False,False,,True,p3,none,,,,2026-03-20,True,Pauquachin,No secondary use; annual review; nation data steward approval,partial,single_agency_only,CNS-03985,250-750-2873,
CLI-0109,ORG-0009,Jorge,Cruz,,,1991-12-28,35,male,non_indigenous,canadian_citizen,False,english,unsheltered,homeless,2025-08-21,26/11/2025,641,True,True,False,False,False,False,,True,p3,TAY_VI_SPDAT,2026-03-12,15.0,very_high,2026-03-18,False,,,partial,single_agency_only,CNS-03120,+1-250-926-6613,jamiejames@example.org
CLI-0110,ORG-0003,Kenneth,scott,,,1986-01-01,40,male,non_indigenous,canadian_citizen,True,english,institution,homeless,2026-03-13,2026-04-05,58,False,True,False,False,False,True,active,True,p1,VI_SPDAT,"May 24, 2024",8.0,high,2026-02-16,False,,,minimal,single_agency_only,CNS-00157,250-524-5307,costawilliam@example.net
CLI-0111,ORG-0003,Michael,Smith,Sara,,1989-02-27,37,male,unknown,canadian_citizen,True,english,unsheltered,homeless,2022-07-12,2022-08-20,497,False,False,False,False,False,False,,False,,none,,,,2026-02-03,False,,,minimal,all_dsa_agencies,CNS-01264,250.380.3770,martinjason@example.com
CLI-0112,ORG-0007,Joshua,ball,,,"January 22, 1961",65,male,non_indigenous,canadian_citizen,False,english,emergency_shelter,homeless,"December 26, 2024",11/01/2025,310,True,False,True,True,False,True,housed,True,p1,VI_SPDAT,2023-08-06,11.0,high,2026-03-23,False,,,partial,limited_agencies,CNS-02381,,kara56@example.org
CLI-0113,ORG-0005,Patrick,Lambert,,,1995-01-18,31,male,non_indigenous,canadian_citizen,False,english,housed,housed,2020-11-15,06/26/2024,503,True,True,False,False,False,True,housed,True,p3,family,2023-03-22,5.0,moderate,2026-02-25,False,,,minimal,single_agency_only,CNS-03272,(250) 320-9878,traciemarsh@example.com
CLI-0114,ORG-0007,Jackson,Jones,,Elizabeth,21/11/1979,47,male,non_indigenous,unknown,False,english,unsheltered,homeless,16/11/2019,21/02/2021,301,False,False,True,False,False,True,inactive,True,p2,VI_SPDAT,2025-09-15,16.0,very_high,2026-04-01,False,,,none,limited_agencies,CNS-00163,250.784.5190,hscott@example.com
CLI-0115,ORG-0007,Erin,Edwards,,,1982-08-04,44,female,non_indigenous,canadian_citizen,False,english,emergency_shelter,homeless,2023-10-29,2025-04-16,225,False,True,False,False,False,False,,False,,local,2023-11-01,6.0,moderate,"March 31, 2026",False,,,full,all_dsa_agencies,CNS-04849,(250) 417-6954,
CLI-0116,ORG-0003,Ryan,CORTeZ,Kevin,,"August 11, 2002",24,male,prefer_not_to_answer,canadian_citizen,True,english,emergency_shelter,homeless,2019-05-03,2024-11-29,66,True,False,False,True,False,False,,False,,local,09/15/2024,9.0,high,2026-03-25,False,,,partial,no_sharing,CNS-00167,(250) 418-4919,gomezsonya@example.org
CLI-0117,ORG-0006,Eric,Ortiz,Richard,,2000-10-20,26,male,non_indigenous,canadian_citizen,False,english,transitional_housing,homeless,2018-07-08,2020-05-10,1038,True,False,True,False,False,False,,False,,none,,,,02/12/2026,False,,,full,no_sharing,CNS-01609,(250) 364-4041,
CLI-0118,ORG-0004,Elizabeth,Martinez,,,01/21/1970,56,female,non_indigenous,permanent_resident,False,english,institution,homeless,2023-06-03,2026-04-09,392,False,False,False,True,False,False,,False,,TAY_VI_SPDAT,2024-10-21,2.0,low,2026-03-24,False,,,none,no_sharing,,(250) 797-2808,
CLI-0119,ORG-0004,Jason,Bentley,,,1989-03-05,37,male,non_indigenous,unknown,False,english,transitional_housing,homeless,2021-11-16,2025-08-24,301,True,False,False,False,False,False,,False,,family,2024-10-22,6.0,moderate,"April 19, 2026",False,,,full,single_agency_only,CNS-04656,(250) 868-6382,
CLI-0120,ORG-0009,Megan,Orr,,Christina,1962-09-10,64,female,non_indigenous,permanent_resident,False,english,emergency_shelter,homeless,2018-09-13,2022-01-03,447,True,True,True,True,False,False,,False,,local,2026-02-24,16.0,very_high,2026-02-16,False,,,none,limited_agencies,CNS-02160,,
CLI-0121,ORG-0009,Elizabeth,KELLEY,,Aaron,,26,two_spirit,first_nations,unknown,False,english,transitional_housing,homeless,2021-04-20,2023-10-26,393,True,False,False,False,False,True,housed,True,p3,family,2023-03-25,11.0,high,03/14/2026,True,Esquimalt,No secondary use; annual review; nation data steward approval,minimal,single_agency_only,CNS-03396,(250) 700-4764,andersoneric@example.net
CLI-0122,ORG-0003,Dustin,Jordan,,,1983-12-05,43,male,unknown,canadian_citizen,False,english,couch_surfing,homeless,2020-01-25,2025-11-26,169,False,False,False,False,False,False,,False,,TAY_VI_SPDAT,2024-03-12,3.0,low,2026-04-13,False,,,minimal,single_agency_only,CNS-02519,(250) 252-3079,dfarmer@example.net
CLI-0123,ORG-0006,lauren,PENA,Steven,,1995-09-27,31,female,non_indigenous,canadian_citizen,False,english,emergency_shelter,homeless,23/01/2024,2026-02-02,609,True,True,False,False,False,False,,True,p1,VI_SPDAT,"September 23, 2025",14.0,very_high,2026-01-24,False,,,minimal,limited_agencies,CNS-03491,2509364321,Unknown
CLI-0124,ORG-0006,Jeremy,LEWIS,,,1955-09-18,71,male,first_nations,canadian_citizen,False,english,transitional_housing,homeless,2025-09-12,2025-10-21,78,False,False,False,True,False,False,,False,,local,2026-02-16,16.0,very_high,2026-01-28,True,Songhees,No secondary use; annual review; nation data steward approval,partial,single_agency_only,CNS-04699,(250) 630-1061,
CLI-0125,ORG-0007,John,Santana,,Laura,1987-07-22,39,male,first_nations,canadian_citizen,False,english,transitional_housing,homeless,2022-11-29,2025-01-18,839,True,False,True,False,False,False,,False,,TAY_VI_SPDAT,01/22/2026,7.0,moderate,2026-02-25,True,Tsawout,No secondary use; annual review; nation data steward approval,partial,single_agency_only,CNS-04546,(250) 222-5708,sharonsanford@example.net
CLI-0126,ORG-0006,carolyn,Miller,,Zachary,19/01/1984,42,female,non_indigenous,canadian_citizen,False,english,housed,housed,2025-07-12,2025-08-08,974,True,False,False,False,False,True,active,True,p2,family,2026-04-04,9.0,high,2026-03-22,False,,,minimal,single_agency_only,CNS-02049,2508498152,
CLI-0127,ORG-0003,Mark,Rogers,,Loretta,04/11/2007,19,male,non_indigenous,canadian_citizen,False,english,transitional_housing,homeless,03/10/2025,"October 19, 2025",596,False,True,False,False,False,False,,False,,VI_SPDAT,2025-01-04,7.0,moderate,02/27/2026,False,,,none,all_dsa_agencies,CNS-01832,(250) 919-9141,jimenezkevin@example.net
CLI-0128,ORG-0003,Paul,chambers,Jeffrey,,12/21/1993,33,male,first_nations,canadian_citizen,False,english,emergency_shelter,homeless,2023-04-19,17/02/2024,779,False,True,False,False,False,False,,False,,none,,,,03/24/2026,False,,,full,no_sharing,CNS-01548,250-745-6122,regina49@example.com
CLI-0129,ORG-0006,Curtis,Johnson,,John,"September 05, 1973",53,male,metis,canadian_citizen,False,other,housed,housed,05/10/2022,2024-12-26,961,False,False,False,False,False,True,housed,True,p1,VI_SPDAT,2024-07-14,9.0,high,2026-02-21,True,Tsawout,No secondary use; annual review; nation data steward approval,partial,no_sharing,CNS-03200,N/A,loganmartin@example.com
CLI-0130,ORG-0007,John,Atkinson,,,1983-04-17,43,male,non_indigenous,canadian_citizen,False,english,unsheltered,homeless,2019-05-01,"November 29, 2021",879,False,False,True,False,False,True,inactive,True,p1,VI_SPDAT,11/27/2023,9.0,high,2026-04-11,False,,,none,all_dsa_agencies,CNS-02830,(250) 939-9498,mossdrew@example.com
CLI-0131,ORG-0004,BENJAMIN,perry,,,1997-11-17,29,male,non_indigenous,canadian_citizen,False,english,emergency_shelter,homeless,2018-12-19,2021-05-24,949,True,True,False,False,False,False,,False,,VI_SPDAT,2023-10-20,11.0,high,2026-04-03,False,,,partial,single_agency_only,CNS-01204,(250) 436-4773,ryankathryn@example.net
CLI-0132,ORG-0003,Mark,lee,,,2005-07-13,21,male,first_nations,canadian_citizen,False,english,couch_surfing,homeless,2019-01-18,2024-06-15,296,False,False,False,False,False,False,,False,,none,,,,03/15/2026,True,Songhees,No secondary use; annual review; nation data steward approval,none,single_agency_only,CNS-00190,(250) 405-1487,
CLI-0133,ORG-0001,Melissa,Snyder,,John,"July 12, 1973",53,female,non_indigenous,canadian_citizen,False,english,transitional_housing,homeless,2020-02-15,2020-03-08,44,False,True,True,False,False,False,,False,,none,,,,2026-02-28,False,,,none,single_agency_only,CNS-02127,250-854-4541,barnescarl@example.com
CLI-0134,ORG-0002,Mary,SMITH,,,2008-07-21,18,female,non_indigenous,canadian_citizen,False,english,couch_surfing,homeless,25/06/2024,12/06/2025,845,False,False,False,False,False,True,inactive,True,p2,TAY_VI_SPDAT,2023-11-28,10.0,high,2026-01-31,False,,,partial,no_sharing,CNS-04988,2507399903,ilucero@example.com
CLI-0135,ORG-0006,Nicole,Carrillo,,,1982-11-01,44,female,non_indigenous,canadian_citizen,False,english,unsheltered,homeless,2024-09-14,2024-11-11,388,False,True,True,False,False,False,,True,p2,local,"August 08, 2024",15.0,very_high,2026-02-12,False,,,full,limited_agencies,CNS-00193,,melodypacheco@example.org
CLI-0136,ORG-0003,Ashley,Coleman,,,1960-02-09,66,female,non_indigenous,canadian_citizen,False,english,unsheltered,homeless,2021-02-07,2022-05-16,428,False,False,False,True,False,False,,False,,VI_SPDAT,2026-02-18,13.0,very_high,2026-01-28,False,,,minimal,single_agency_only,,250-297-7021,
CLI-0137,ORG-0002,Casey,Rubio,April,,2002-05-18,24,female,non_indigenous,canadian_citizen,False,english,transitional_housing,homeless,"April 23, 2019",14/03/2022,168,False,False,False,False,False,False,,False,,VI_SPDAT,2025-04-24,9.0,high,03/05/2026,False,,,full,single_agency_only,CNS-04992,(250) 514-0524,
CLI-0138,ORG-0004,ANTHONY,WRIGHT,,,2006-03-16,20,male,non_indigenous,canadian_citizen,False,english,couch_surfing,homeless,2019-03-14,2020-07-17,190,True,False,False,True,False,True,housed,True,p1,VI_SPDAT,2023-03-28,6.0,moderate,2026-03-21,False,,,minimal,single_agency_only,CNS-02398,(250) 726-8641,Unknown
CLI-0139,ORG-0008,Sarah,Bryant,Laurie,Elizabeth,"April 25, 1986",40,female,first_nations,canadian_citizen,False,english,institution,homeless,2018-02-19,2025-09-11,461,False,False,False,False,False,False,,False,,VI_SPDAT,2024-06-22,16.0,very_high,18/02/2026,True,Songhees,No secondary use; annual review; nation data steward approval,minimal,no_sharing,CNS-00200,(250) 212-5117,donnapaul@example.net
CLI-0140,ORG-0006,William,LarSoN,,,,30,male,unknown,permanent_resident,False,english,emergency_shelter,homeless,2018-02-10,2020-02-03,893,True,True,False,True,False,True,housed,True,p1,VI_SPDAT,09/23/2025,6.0,moderate,2026-02-26,False,,,minimal,all_dsa_agencies,CNS-04939,(250) 585-1490,N/A
CLI-0141,ORG-0007,TIFFANY,Vance,,,1979-08-27,47,female,non_indigenous,canadian_citizen,False,english,unsheltered,homeless,"June 17, 2024",2026-04-13,387,False,False,False,True,True,False,,False,,VI_SPDAT,2025-07-04,13.0,very_high,2026-01-29,False,,,none,single_agency_only,CNS-02715,(250) 218-6024,jeremylopez@example.net
CLI-0142,ORG-0008,Lisa,Ball,,William,1970-10-13,56,female,first_nations,canadian_citizen,False,english,emergency_shelter,homeless,2022-08-24,2023-08-01,406,True,True,True,True,False,False,,False,,VI_SPDAT,2023-06-13,9.0,high,2026-02-14,True,Pauquachin,No secondary use; annual review; nation data steward approval,partial,no_sharing,CNS-02085,(250) 419-8767,
